valid_loss,train_loss
0.12338141351938248,0.15693894028663635
0.09843754768371582,0.10535290092229843
0.09346334636211395,0.09145333617925644
0.09088708460330963,0.08397573232650757
0.08924080431461334,0.07191640883684158
0.08633942902088165,0.06751853227615356
0.07711051404476166,0.059746962040662766
0.07529181987047195,0.052034590393304825
0.07393839955329895,0.04840441793203354
0.069466233253479,0.04362703487277031
0.07489565014839172,0.03924345225095749
0.06700357794761658,0.036567579954862595
0.06866966933012009,0.03174145892262459
0.06521031260490417,0.028742022812366486
0.06372925639152527,0.02926037833094597
0.06436366587877274,0.025948937982320786
0.06289581209421158,0.023888180032372475
0.06540083885192871,0.02254444546997547
0.060950346291065216,0.021532760933041573
0.061774205416440964,0.019811905920505524
0.0621163509786129,0.01955096423625946
0.06184415891766548,0.019181624054908752
0.06149539351463318,0.018925882875919342
0.0629080981016159,0.018731264397501945
0.06096914783120155,0.016955958679318428
0.06076565384864807,0.018317049369215965
0.061924081295728683,0.016713351011276245
0.0590292327105999,0.017605291679501534
0.05745914578437805,0.015197421424090862
0.05780406668782234,0.016541050747036934
0.06016239523887634,0.015329494141042233
0.05925382301211357,0.015523762442171574
0.059954430907964706,0.015137903392314911
0.06250465661287308,0.01364082656800747
0.059077803045511246,0.016276607289910316
0.059169113636016846,0.013312198221683502
0.060697879642248154,0.013696970418095589
0.06100591644644737,0.011788277886807919
0.059523805975914,0.012528258375823498
0.05813457816839218,0.01259627752006054
0.062490034848451614,0.013192807324230671
0.057729821652173996,0.012202586978673935
0.05811368301510811,0.01279335655272007
0.057743608951568604,0.011034981347620487
0.05864141508936882,0.011403763666749
0.056609638035297394,0.011116144247353077
0.05769745260477066,0.012295559048652649
0.057982705533504486,0.012675030156970024
0.0581694170832634,0.011294243857264519
0.05898589268326759,0.01188858225941658
0.0566190630197525,0.012526231817901134
0.05735604092478752,0.010843487456440926
0.05709081143140793,0.012106411159038544
0.06314478814601898,0.011229539290070534
0.05538630113005638,0.01064295507967472
0.05958012863993645,0.009737610816955566
0.05616011843085289,0.009527193382382393
0.05796412378549576,0.009204912930727005
0.06020653620362282,0.009779073297977448
0.060823921114206314,0.011583673767745495
0.05785706639289856,0.009824282489717007
0.061910148710012436,0.009349196217954159
0.05967611446976662,0.012215707451105118
0.0556541383266449,0.009410305880010128
0.055414240807294846,0.009221652522683144
0.055005528032779694,0.009546112269163132
0.05579805374145508,0.008696337230503559
0.05643012747168541,0.00837863702327013
0.05743169039487839,0.009178739041090012
0.055108360946178436,0.008725532330572605
0.05555454641580582,0.00963399838656187
0.05648987740278244,0.008483788929879665
0.05884462967514992,0.008511988446116447
0.05748562142252922,0.008887052536010742
0.05470200628042221,0.00857345387339592
0.05532686412334442,0.007712552323937416
0.05383467674255371,0.008349533192813396
0.06322956085205078,0.00809578038752079
0.05675770342350006,0.008219129405915737
0.057178907096385956,0.00866786576807499
0.05561287701129913,0.008505345322191715
0.056527718901634216,0.008062451146543026
0.05349145457148552,0.0077245598658919334
0.061763111501932144,0.009610415436327457
0.05639530345797539,0.010667921975255013
0.05499796196818352,0.008845536038279533
0.056520577520132065,0.008563544601202011
0.05597497150301933,0.0085186418145895
0.056252140551805496,0.00806852150708437
0.05352730676531792,0.007808079943060875
0.05870121717453003,0.007683831267058849
0.057140499353408813,0.0076874722726643085
0.05719008669257164,0.007228909060359001
0.05640804022550583,0.008184200152754784
0.05530790239572525,0.00786521378904581
0.05454639717936516,0.006823362782597542
0.05773758143186569,0.007692731451243162
0.0605478510260582,0.008728745393455029
0.053022339940071106,0.00949323270469904
0.05387468636035919,0.007985700853168964
